,id,country,ccode,year,region,protest,protestnumber,protesterviolence,location,participants_category,participants,protesteridentity,arrests,accomodation,beatings,crowddispersal,ignore,killings,no_response,shootings,labor_wage_dispute,land_farm_issue,no_demands,police_brutality,political_behavior_process,price increases_tax_policy,removal_of_politician,social_restrictions,start_date,end_date
15728,7712011029,Bangladesh,771,2011,Asia,1,29,1.0,Dhaka,,1000s,bnp jamaat,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,2011-07-10,2011-07-11
15729,7712011030,Bangladesh,771,2011,Asia,1,30,0.0,Dhaka,,1000s,opposition bnp,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,2011-07-13,2011-07-13
15730,7712011031,Bangladesh,771,2011,Asia,1,31,0.0,"Manikganj District, Dhaka",,1000s,manikganj district bangladesh nationalist party bnp,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2011-07-16,2011-07-16
15731,7712011032,Bangladesh,771,2011,Asia,1,32,0.0,Rajshahi University,,100,left leaning student s alliance of rajshahi university,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2011-07-25,2011-07-25
15732,7712011033,Bangladesh,771,2011,Asia,1,33,1.0,Chittagong,,100s,city awami league,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2011-07-26,2011-07-26
15733,7712011034,Bangladesh,771,2011,Asia,1,34,1.0,"DSE Building, Dhaka",,100s,small investors of dhaka stock exchange,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2011-08-02,2011-08-04
15734,7712011035,Bangladesh,771,2011,Asia,1,35,0.0,"DSE Building, Dhaka",,100s,small investors of dhaka stock exchange,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2011-08-07,2011-08-07
15735,7712011036,Bangladesh,771,2011,Asia,1,36,0.0,Rajshahi University  RU,,100,leaders and activists of the progressive student s alliance of rajshahi university ru,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2011-08-08,2011-08-08
15736,7712011037,Bangladesh,771,2011,Asia,1,37,0.0,"DSE Building, Dhaka",,300s,small investors of dhaka stock exchange,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2011-08-17,2011-08-17
15737,7712011038,Bangladesh,771,2011,Asia,1,38,0.0,Dhaka,,1000s,opposition bnp,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2011-08-27,2011-08-27
15738,7712011039,Bangladesh,771,2011,Asia,1,39,0.0,Dhaka,,100s,small investors of dhaka stock exchange,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2011-09-11,2011-09-13
15739,7712011040,Bangladesh,771,2011,Asia,1,40,0.0,"DSE Building, Dhaka",,100s,small investors of dhaka stock exchange,1,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2011-09-18,2011-09-19
15740,7712011041,Bangladesh,771,2011,Asia,1,41,0.0,Dhaka,,100s,opposition bnp,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2011-09-22,2011-09-22
15741,7712011042,Bangladesh,771,2011,Asia,1,42,1.0,Jagannath University  JnU,,100s,students of jagannath university jnu,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2011-09-25,2011-09-25
15742,7712011043,Bangladesh,771,2011,Asia,1,43,0.0,Dhaka,,1000s,opposition,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2011-10-12,2011-10-12
15743,7712011044,Bangladesh,771,2011,Asia,1,44,0.0,Barisal,,100s,small investors forum barisal,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2011-10-15,2011-10-15
15744,7712011045,Bangladesh,771,2011,Asia,1,45,0.0,"DSE Building, Dhaka",,100s,bangladesh share market investors oikya parishad,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2011-10-16,2011-10-16
15745,7712011046,Bangladesh,771,2011,Asia,1,46,0.0,Motijheel,,100s,small investors of dhaka stock exchange,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2011-10-19,2011-10-19
15746,7712011047,Bangladesh,771,2011,Asia,1,47,0.0,"Shahbagh area, Dhaka",,100s,transgender groups,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,2011-10-21,2011-10-21
15747,7712011048,Bangladesh,771,2011,Asia,1,48,0.0,"DSE Building, Dhaka",,100s,small investors of dhaka stock exchange,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2011-10-28,2011-10-28
15748,7712011049,Bangladesh,771,2011,Asia,1,49,0.0,"DSE Building, Dhaka",,100s,bangladesh capital market investors oikya parishad,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2011-10-30,2011-11-01
15749,7712011050,Bangladesh,771,2011,Asia,1,50,0.0,Chittaging industrial zone,,1000,"mill workers: rsrm, bsrm, baizid steel, islam steel, saleh steels",0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2011-11-01,2011-11-01
15750,7712011051,Bangladesh,771,2011,Asia,1,51,0.0,Chittagong,,10s,chittagong bnp,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2011-11-13,2011-11-13
15751,7712011052,Bangladesh,771,2011,Asia,1,52,0.0,Dhaka,,100s,small investors of dhaka stock exchange,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2011-11-13,2011-11-16
15752,7712011053,Bangladesh,771,2011,Asia,1,53,0.0,Dhaka,,120,ward councillors of dhaka city corporation,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2011-11-15,2011-11-15
15753,7712011054,Bangladesh,771,2011,Asia,1,54,1.0,Dhaka,,50,ward councillors of dhaka city corporation,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,2011-11-27,2011-11-29
15754,7712011055,Bangladesh,771,2011,Asia,1,55,0.0,Dhaka,,50,dhaka city corporation dcc karmakarta karmachari samonnay parishad,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2011-12-01,2011-12-01
15755,7712011056,Bangladesh,771,2011,Asia,1,56,1.0,Dhaka,,1000s,opposition bnp,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2011-12-04,2011-12-04
15756,7712011057,Bangladesh,771,2011,Asia,1,57,0.0,"DSE Building, Dhaka",,100s,small investors of dhaka stock exchange,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,2011-12-11,2011-12-11
15757,7712011058,Bangladesh,771,2011,Asia,1,58,1.0,Dhaka,,1000s,opposition,1,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2011-12-18,2011-12-18
15758,7712011059,Bangladesh,771,2011,Asia,1,59,0.0,Central Shaheed Minar,,3000,non government primary school teachers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2011-12-21,2011-12-27
15759,7712011060,Bangladesh,771,2011,Asia,1,60,1.0,Jolla Police Camp in Uzirpur Upazila,,100s,villagers of uzirpur upazila,0,0,0,1,0,1,1,1,0,0,3,1,0,0,0,0,2011-12-27,2011-12-27
15760,7712012001,Bangladesh,771,2012,Asia,1,1,0.0,Dhaka,,10000s,opposition supporters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2012-03-12,2012-03-12
15761,7712012002,Bangladesh,771,2012,Asia,1,2,1.0,nationwide,,>10000,,0,0,1,1,0,0,1,1,0,0,2,1,1,0,0,0,2012-04-22,2012-04-23
15762,7712012003,Bangladesh,771,2012,Asia,1,3,0.0,Dhaka,,1000s,factory workers,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,2012-11-26,2012-11-27
15763,7712012004,Bangladesh,771,2012,Asia,1,4,1.0,nationwide,,1000s,supporters of the bangladesh nationalist party and its allies,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2012-12-10,2012-12-10
15764,7712013001,Bangladesh,771,2013,Asia,1,1,0.0,nationwide,,100000s,"mostly college students & young people, workers, ordinary citizens,",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-02-05,2013-03-07
15765,7712013002,Bangladesh,771,2013,Asia,1,2,1.0,nationwide,,>50,jamaat e islami supporters,0,0,0,1,0,1,1,1,0,0,3,0,1,0,0,0,2013-02-28,2013-02-28
15766,7712013003,Bangladesh,771,2013,Asia,1,3,1.0,"Borga, outside Dhaka",,>50,supporters of jamaat e islami,0,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,2013-03-03,2013-03-03
15767,7712013004,Bangladesh,771,2013,Asia,1,4,1.0,Dhaka,,>50,angry relatives and workers,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2013-04-25,2013-04-25
15768,7712013005,Bangladesh,771,2013,Asia,1,5,1.0,"Dhaka, Narayanganj",,1000s,,0,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2013-04-26,2013-04-26
15769,7712013006,Bangladesh,771,2013,Asia,1,6,1.0,Dhaka,,>50,,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2013-04-27,2013-04-27
15770,7712013007,Bangladesh,771,2013,Asia,1,7,1.0,"Dhaka, Chittagong, Narayanganj, Hathazari",,200000,"activists from hefajat e islam, hardline islamists",1,0,0,1,0,1,1,1,0,0,3,0,1,0,0,0,2013-05-06,2013-05-07
15771,7712013008,Bangladesh,771,2013,Asia,1,8,1.0,"Sylhet, Rajshahi, Khulna and Patuakhali",,>50,jamaat e islami supporters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2013-05-09,2013-05-09
15772,7712013009,Bangladesh,771,2013,Asia,1,9,1.0,nationwide,,>50,"supporters for ghulam azam, jamaat e islami supporters",0,0,0,1,0,1,1,1,0,0,3,0,1,0,0,0,2013-07-15,2013-07-16
15773,7712013010,Bangladesh,771,2013,Asia,1,10,1.0,"Dhaka, Chittagong",,>50,islamist protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2013-09-17,2013-09-17
15774,7712013011,Bangladesh,771,2013,Asia,1,11,1.0,"Dhaka, Chittagong",,10000s,workers,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2013-09-21,2013-09-23
15775,7712013012,Bangladesh,771,2013,Asia,1,12,0.0,Dhaka,,40000,garment workers,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2013-11-13,2013-11-13
15776,7712013013,Bangladesh,771,2013,Asia,1,13,0.0,Dhaka,,100s,,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2013-12-18,2013-12-20
15777,7712014001,Bangladesh,771,2014,Asia,1,1,1.0,nationwide,100-999,100s,bnp led 18 party alliance,1,0,0,1,0,1,1,1,0,0,3,0,1,0,0,0,2014-01-01,2014-01-04
15778,7712014002,Bangladesh,771,2014,Asia,1,2,1.0,Chittagong,50-99,>50,workers of two garment factories in chittagong export processing zone cepz,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2014-01-05,2014-01-05
15779,7712014003,Bangladesh,771,2014,Asia,1,3,1.0,nationwide,2000-4999,1000s,opposition supporters,0,0,0,0,0,1,1,1,0,0,3,0,1,0,0,0,2014-01-05,2014-01-05
15780,7712014004,Bangladesh,771,2014,Asia,1,4,1.0,nationwide,100-999,100s,bnp led 18 party alliance,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2014-01-06,2014-01-07
15781,7712014005,Bangladesh,771,2014,Asia,1,5,0.0,Pabna,100-999,100s,bangladesh puja udzapan parishad,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,2014-01-11,2014-01-11
15782,7712014006,Bangladesh,771,2014,Asia,1,6,0.0,Dhaka,50-99,>50,communist party of bangladesh cpb and socialist party of bangladesh spb,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2014-01-18,2014-01-18
15783,7712014007,Bangladesh,771,2014,Asia,1,7,0.0,Muksudpur of Gopalganj,2000-4999,1000s,muksudpur thana awami league,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2014-01-19,2014-01-19
15784,7712014008,Bangladesh,771,2014,Asia,1,8,0.0,Dhaka,50-99,>50,bangladesh national awami party nap bhasani,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2014-01-29,2014-01-29
15785,7712014009,Bangladesh,771,2014,Asia,1,9,0.0,Rajshahi,100-999,100s,university students,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,0,2014-02-02,2014-02-02
15786,7712014010,Bangladesh,771,2014,Asia,1,10,1.0,nationwide,50-99,>50,jamaat e islami,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-02-07,2014-02-07
15787,7712014011,Bangladesh,771,2014,Asia,1,11,0.0,Dhaka,50-99,>50,jnu university students,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,2014-02-23,2014-02-23
15788,7712014012,Bangladesh,771,2014,Asia,1,12,0.0,Dhaka,2000-4999,1000s,"jnu teachers association, university students",0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,2014-02-24,2014-02-24
15789,7712014013,Bangladesh,771,2014,Asia,1,13,0.0,Rajshahi,100-999,100s,bnp activists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-02-24,2014-02-24
15790,7712014014,Bangladesh,771,2014,Asia,1,14,0.0,Dhaka,2000-4999,1000s,jnu students,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,2014-03-02,2014-03-02
15791,7712014015,Bangladesh,771,2014,Asia,1,15,0.0,Dhaka,100-999,100s,"jnu teachers association, jnu students, hall uddhar sangram committee",0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,2014-03-04,2014-03-06
15792,7712014016,Bangladesh,771,2014,Asia,1,16,1.0,Nayapaltan,50-99,>50,bangladesh nationalist party bnp s women wing,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,2014-03-08,2014-03-08
15793,7712014017,Bangladesh,771,2014,Asia,1,17,0.0,Dhaka,50-99,>50,"local residents, institution of engineers, bangladesh, ain o salish kendra, nijera kori",0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2014-03-28,2014-03-28
15794,7712014018,Bangladesh,771,2014,Asia,1,18,0.0,Dhamrai,100-999,>500,poultry farmers,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,2014-04-01,2014-04-01
15795,7712014019,Bangladesh,771,2014,Asia,1,19,0.0,Shahbagh,50-99,>50,ganajagaran mancha,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-04-04,2014-04-04
15796,7712014020,Bangladesh,771,2014,Asia,1,20,0.0,Shahbagh,50-99,>50,muktijoddha sangsad santan command mssc,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-04-04,2014-04-04
15797,7712014021,Bangladesh,771,2014,Asia,1,21,0.0,Chittagong,100-999,100s,workers of shramik league,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2014-04-09,2014-04-09
15798,7712014022,Bangladesh,771,2014,Asia,1,22,0.0,Dhaka,>10000,>30000,"members of several workers organisations, victims relatives",0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-04-25,2014-04-25
15799,7712014023,Bangladesh,771,2014,Asia,1,23,1.0,Dhaka Chittagong Highway,50-99,>50,nazrul islam s supporters,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2014-04-30,2014-04-30
15800,7712014024,Bangladesh,771,2014,Asia,1,24,0.0,Dhaka,50-99,>50,prominent residents,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,2014-05-03,2014-05-03
15801,7712014025,Bangladesh,771,2014,Asia,1,25,0.0,Dhaka,50-99,>50,"bnp, bikalpa dhara bangladesh bdb",0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,2014-05-04,2014-05-04
15802,7712014026,Bangladesh,771,2014,Asia,1,26,0.0,Dhaka,100-999,>100,lawyers,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,2014-05-05,2014-05-05
15803,7712014027,Bangladesh,771,2014,Asia,1,27,0.0,Dhaka,50-99,>50,demonstrators,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,2014-05-07,2014-05-07
15804,7712014028,Bangladesh,771,2014,Asia,1,28,1.0,Chittagong,50-99,>50,bangladesh chhatra league bcl,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2014-05-07,2014-05-10
15805,7712014029,Bangladesh,771,2014,Asia,1,29,0.0,Chittagong,50-99,>50,"auto rickshaw drivers, rickshaw pullers and owners of these carriages",0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2014-05-20,2014-05-20
15806,7712014030,Bangladesh,771,2014,Asia,1,30,0.0,nationwide,50-99,>50,bnp,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,2014-05-25,2014-05-25
15807,7712014031,Bangladesh,771,2014,Asia,1,31,0.0,"Khalishpur, Dighalia, Aleem, Atra Industrial area, Naoapara Industrial area",50-99,>50,jute mill workers and employees,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2014-07-01,2014-07-01
15808,7712014032,Bangladesh,771,2014,Asia,1,32,0.0,Chittagong,100-999,300,"shopkeepers, traders",0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2014-08-02,2014-08-02
15809,7712014033,Bangladesh,771,2014,Asia,1,33,1.0,"Uttara, Ashulia, Savar, Konabari, Mawna",50-99,>50,apparel workers,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2014-08-08,2014-08-08
15810,7712014034,Bangladesh,771,2014,Asia,1,34,1.0,nationwide,50-99,>50,jamaat e islami bangladesh,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-08-18,2014-08-18
15811,7712014035,Bangladesh,771,2014,Asia,1,35,0.0,nationwide,50-99,>50,bnp led 20 party alliance,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-08-26,2014-08-26
15812,7712014036,Bangladesh,771,2014,Asia,1,36,0.0,Dhaka,50-99,>50,bangladesh islami front bif,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-08-28,2014-08-28
15813,7712014037,Bangladesh,771,2014,Asia,1,37,0.0,nationwide,100-999,>150,islami chhatra sena and bangladesh islami front,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-08-31,2014-08-31
15814,7712014038,Bangladesh,771,2014,Asia,1,38,0.0,Dhaka,2000-4999,1000s,bnp led 20 party opposition bloc,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,2014-09-02,2014-09-02
15815,7712014039,Bangladesh,771,2014,Asia,1,39,1.0,Pabna,50-99,>50,awami league and its front organisations,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-09-02,2014-09-02
15816,7712014040,Bangladesh,771,2014,Asia,1,40,1.0,Dhaka,50-99,>50,ganajagaran mancha,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-09-17,2014-09-17
15817,7712014041,Bangladesh,771,2014,Asia,1,41,0.0,Dhaka,50-99,>50,bangladesh chhatra moitri bcm,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-09-18,2014-09-18
15818,7712014042,Bangladesh,771,2014,Asia,1,42,0.0,nationwide,50-99,>50,jamaat e islami bangladesh,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-09-21,2014-09-21
15819,7712014043,Bangladesh,771,2014,Asia,1,43,1.0,Chuadanga,100-999,>100,bnp and its youth front jatiyatabadi jubo dal,1,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-09-22,2014-09-22
15820,7712014044,Bangladesh,771,2014,Asia,1,44,0.0,Narayanganj,50-99,>50,islamic parties,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2014-10-03,2014-10-03
15821,7712014045,Bangladesh,771,2014,Asia,1,45,0.0,Dhaka,100-999,300,students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-10-17,2014-10-17
15822,7712014046,Bangladesh,771,2014,Asia,1,46,0.0,Dhaka,100-999,100s,students,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2014-10-19,2014-10-19
15823,7712014047,Bangladesh,771,2014,Asia,1,47,1.0,"Dhaka, Rajshahi",50-99,>50,"islamists, jamaat e islami",1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-10-29,2014-10-29
15824,7712014048,Bangladesh,771,2014,Asia,1,48,1.0,nationwide,50-99,>50,jamaat shibir,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-11-02,2014-11-02
15825,7712014049,Bangladesh,771,2014,Asia,1,49,1.0,Rajshahi,50-99,>50,jamaat shibir,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-11-06,2014-11-06
15826,7712014050,Bangladesh,771,2014,Asia,1,50,0.0,Dhaka,50-99,>50,jamaat e islami,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-11-09,2014-11-09
15827,7712014051,Bangladesh,771,2014,Asia,1,51,1.0,nationwide,50-99,>50,bnp,0,0,0,1,0,0,1,1,0,0,2,1,1,0,0,0,2014-11-09,2014-11-09
15828,7712014052,Bangladesh,771,2014,Asia,1,52,0.0,Dhaka,100-999,>100,students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-11-12,2014-11-15
15829,7712014053,Bangladesh,771,2014,Asia,1,53,1.0,Sylhet City,50-99,>50,jamaat e islami and its student wing islami chhatra shibir,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-11-15,2014-11-15
15830,7712014054,Bangladesh,771,2014,Asia,1,54,1.0,Barisal,50-99,>50,students,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-12-03,2014-12-04
15831,7712014055,Bangladesh,771,2014,Asia,1,55,0.0,Chittagong,100-999,100s,"government employees, bangladesh government karmachari samannay parishad, chittagong district branch",0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2014-12-08,2014-12-08
15832,7712014056,Bangladesh,771,2014,Asia,1,56,0.0,Dhaka,50-99,>50,dental students,1,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,2014-12-17,2014-12-17
15833,7712014057,Bangladesh,771,2014,Asia,1,57,0.0,Dhaka,100-999,>600,bnp activists,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-12-24,2014-12-24
15834,7712014058,Bangladesh,771,2014,Asia,1,58,0.0,Gazipur,50-99,>50,bnp led 20 party alliance,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-12-27,2014-12-27
15835,7712014059,Bangladesh,771,2014,Asia,1,59,1.0,nationwide,100-999,>440,bnp led 20 party alliance,1,0,0,1,0,0,1,1,0,0,2,1,1,0,0,0,2014-12-29,2014-12-29
15836,7712015001,Bangladesh,771,2015,Asia,1,1,1.0,"Dhaka, Natore, Chapai Nawabganj",100-999,100s,"pro opposition lawyers, bangladesh nationalist party bnp supporters, jamaat e islami members & supporters",1,0,1,1,0,1,1,1,0,0,3,0,1,0,0,0,2015-01-05,2015-01-05
15837,7712015002,Bangladesh,771,2015,Asia,1,2,0.0,Dhaka,100-999,100s,"students, activists, intellecturals",0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,2015-02-27,2015-02-27
15838,7712015003,Bangladesh,771,2015,Asia,1,3,0.0,Dhaka,100-999,100s,"students, activists",0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,2015-02-28,2015-02-28
15839,7712015004,Bangladesh,771,2015,Asia,1,4,0.0,"Dhaka, Sylhet",2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-07-13,2015-07-13
15840,7712015005,Bangladesh,771,2015,Asia,1,5,0.0,Khulna,100-999,100s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-08-04,2015-08-04
15841,7712015006,Bangladesh,771,2015,Asia,1,6,0.0,Dhaka,100-999,100s,activists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-10-31,2015-10-31
15842,7712015007,Bangladesh,771,2015,Asia,1,7,0.0,"Dhaka, nationwide",50-99,>50,"protesters, teachers, writers, students",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-11-01,2015-11-01
15843,7712015008,Bangladesh,771,2015,Asia,1,8,0.0,nationwide,50-99,>50,"free thinkers organisation, teachers, writers",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-11-03,2015-11-03
15845,7712017001,Bangladesh,771,2017,Asia,1,1,0.0,Dhaka,100-999,A few hundred,conservative islamic religious scholars,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2017-01-22,2017-01-22
15846,7712017002,Bangladesh,771,2017,Asia,1,2,0.0,Dhaka,50-99,50+,protest against the removal of a statue deemed un islamic by religious hardliners,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,2017-05-26,2017-05-26
15847,7712017003,Bangladesh,771,2017,Asia,1,3,0.0,In front of the National Press Club in Dhaka,100-999,Several hundred,non mpo monthly pay order teachers from various non governmental institutions,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2017-12-28,2017-12-28
15848,7712018001,Bangladesh,771,2018,Asia,1,1,1.0,Dhaka,2000-4999,Thousands,"opposition activists supporting bangladesh s former prime minister,khaleda zia, who has been found guilty of corruption and sentenced to five years in jail",0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,2018-02-08,2018-02-08
15849,7712018002,Bangladesh,771,2018,Asia,1,2,1.0,Dhaka,100-999,Nearly 500,students fighting what they consider discriminatory government job quotas in favour of special groups,0,1,1,1,0,0,1,1,0,0,2,0,1,0,0,0,2018-04-08,2018-04-10
15850,7712018003,Bangladesh,771,2018,Asia,1,3,1.0,"Nationwide, including Chittagong; Khulna; Rajshahi; Barisal; Rangpur; Sylhet; Savar",2000-4999,1000s,students fighting what they consider discriminatory government job quotas in favour of special groups,0,1,0,1,1,0,1,0,0,0,2,0,1,0,0,0,2018-04-09,2018-04-10
15851,7712018004,Bangladesh,771,2018,Asia,1,4,0.0,Chittagong,2000-4999,4000,students fighting against a controversial policy that sets aside government jobs for special groups,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2018-04-11,2018-04-11
15852,7712018005,Bangladesh,771,2018,Asia,1,5,0.0,Dhaka,5000-10000,">5,000",students fighting against a controversial policy that sets aside government jobs for special groups,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2018-04-11,2018-04-11
15853,7712018006,Bangladesh,771,2018,Asia,1,6,0.0,"Nationwide, including Khulna; Barisal; Kushtia; Comilla; Mymensingh; Gopalganj",100-999,>100,students fighting against a controversial policy that sets aside government jobs for special groups,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2018-04-11,2018-04-11
15854,7712018007,Bangladesh,771,2018,Asia,1,7,0.0,Savar,5000-10000,7000,students fighting against a controversial policy that sets aside government jobs for special groups,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2018-04-11,2018-04-11
15855,7712018008,Bangladesh,771,2018,Asia,1,8,0.0,Dhaka,2000-4999,1000s,high school students demanding justice after two teenagers were killed by a speeding bus,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2018-07-29,2018-07-29
15856,7712018009,Bangladesh,771,2018,Asia,1,9,0.0,Dhaka,2000-4999,1000s,high school students demanding justice after two teenagers were killed by a speeding bus,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2018-07-30,2018-07-30
15857,7712018010,Bangladesh,771,2018,Asia,1,10,0.0,Dhaka,2000-4999,1000s,high school students demanding justice after two teenagers were killed by a speeding bus,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2018-07-31,2018-07-31
15858,7712018011,Bangladesh,771,2018,Asia,1,11,0.0,Dhaka,2000-4999,1000s,high school students demanding justice after two teenagers were killed by a speeding bus,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2018-08-01,2018-08-01
